Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,729.3037,Branch_Insulation,0CFFB6F3,00FFB6,F3,--,Extend,Data frm,08,10 27 10 27 00 00 00 00 ,,
,BMS_Temp_Sensor_6,38DegC,--,,4E,54,7,1,-40,,
28,Receive,728.9238,BMS_Pack_Slave_Data,0CFF89F3,00FF89,F3,--,Extend,Data frm,08,05 80 45 57 A9 B4 4A 03 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Slave_No,1,--,,1,0,5,1,0,,
,No_Of_Cell_Balancing,0,--,,0,5,7,1,0,,
,Slave_Amb_Temp,48,--,,58,12,8,1,-40,,
,Slave_BMS_Supply,23,--,,73,20,8,0.2,0,,
,Slave_Alive_Counter,1,--,,1,28,4,1,0,,
,Pack_Voltage_Mux_Counter,1,--,,1,32,2,1,0,,
,Branch_Pack_Voltage_1,337Volt,--,,D2A,34,12,0.1,0,,
,Branch_Pack_Voltage_2,337Volt,--,,D2A,46,12,0.1,0,,
29,Receive,701.4905,E2P_Data1,18FF49F3,00FF49,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Fault_Event_BMS_log,2,--,,2,0,7,1,0,,
,Multiplexer_frame_number_log,14,--,,E,7,10,1,0,,
,Fault_Code_1_log,103-,--,,67,17,8,1,0,,
,Fault_Code_2_log,0-,--,,0,25,8,1,0,,
,Fault_Code_3_log,0-,--,,0,33,8,1,0,,
,SOC_Calibration_flag_log,0,Not calibration,,0,41,1,1,0,,
,Balancing_Enabled_Flag_log,0,OFF,,0,42,1,1,0,,
,VCU_Busbar_Voltage_log,0Volt,--,,0,43,16,0.02,0,,
,Thermal_Runaway_Status_Log,0,Normal ,,0,59,5,1,0,,
30,Receive,701.4910,E2P_Data2,18FF4BF3,00FF4B,F3,--,Extend,Data frm,08,00 00 00 00 02 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Pack_Ready_log,0,Pack Not Read,,0,0,1,1,0,,
,Emergency_Power_Off_log,0,OF,,0,1,1,1,0,,
,Bms_ChgST_Log,0,not chargin,,0,2,2,1,0,,
,HVIL_Monitoring_Status_log,1,O,,1,4,1,1,0,,
,HVPosRelay_Status_log,0,open,,0,5,1,1,0,,
,HVNegRelay_Status_log,0,open,,0,6,1,1,0,,
,HVPreRelay_Status_log,0,open,,0,7,1,1,0,,
,Pack_Curr_Value_log,0A,--,,7D0,8,16,0.5,-1000,,
,SOC_Value_log,47%,--,,5E,24,8,0.5,0,,
,E2P_Fault_Event_Status,1,Data Transfer in Process,,1,32,2,1,0,,
,Emergency_Chrg_Ack_Flag_log,0,No Emergency Charging flag,,0,34,1,1,0,,
,BAT1PosRelay_Status,0,open,,0,35,1,1,0,,
,BAT2PosRelay_Status,0,open,,0,36,1,1,0,,
,CHG_1_PosRelay_Status,0,open,,0,38,1,1,0,,
,CHG_2_PosRelay_Status,0,open,,0,39,1,1,0,,
,CHG1_NegRelay_Status,0,open,,0,40,1,1,0,,
,CHG2_NegRelay_Status,0,open,,0,41,1,1,0,,
,BMS_Contactor_Status,0,Open,,0,42,2,1,0,,
,Enable_Charging_loop1,0,OFF,,0,44,1,1,0,,
,Enable_Charging_loop2,0,OFF,,0,45,1,1,0,,
,Fault_Rank,0,No Fault,,0,47,3,1,0,,
,Insulation_Value_log,10000kOhm,--,,2710,50,14,1,0,,
31,Receive,701.4913,E2P_Data3,18FF4DF3,00FF4D,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Cont_Chrg_Curr_Limit_log,0A,--,,0,0,12,1,0,,
,KWh_Remain,150KWh,--,,96,12,9,1,0,,
,Peak_Disch_Curr_10s_Limit,0A,--,,0,21,12,0.25,0,,
,Peak_Regen_Curr_10s_Limit,0A,--,,0,33,12,0.25,0,,
,Peak_Regen_Curr_30s_Limit,0A,--,,0,45,12,0.25,0,,
,BMS_Insulation_Ack_Flag_log,0,Insulation Diabled,,0,57,1,1,0,,
,Pack1_fault_log,0,No Fault,,0,58,1,1,0,,
,Pack2_fault_log,0,No Fault,,0,59,1,1,0,,
,Pack3_fault_log,0,No Fault,,0,60,1,1,0,,
,Pack4_fault_log,0,No Fault,,0,61,1,1,0,,
32,Receive,701.4916,E2P_Data4,18FF4FF3,00FF4F,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Max_Cell_Volt_log,3.305volts,--,,CE9,0,13,0.001,0,,
,Min_Cell_Volt_log,3.301volts,--,,CE5,13,13,0.001,0,,
,Max_Cell_Temp_log,40DegC,--,,A0,26,8,0.5,-40,,
,Min_Cell_Temp_log,37DegC,--,,9A,34,8,0.5,-40,,
,Max_Cell_Volt_No_log,15,--,,F,42,11,1,0,,
,Min_Cell_Volt_No_log,1,--,,1,53,11,1,0,,
33,Receive,701.4919,E2P_Data5,18FFA0F3,00FFA0,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,No_Of_Cell_Balancing_log,0cells,--,,0,0,12,1,0,,
,Slave_BMS_Supply_log,48Volt,--,,F0,12,8,0.2,0,,
,BMS_Slave_SW_Version_log,0No,--,,0,20,8,1,0,,
,PAK1_Coolant_Temp_Out_log,34DegC,--,,4A,28,8,1,-40,,
,PAK1_Coolant_Temp_In_log,34DegC,--,,4A,36,8,1,-40,,
,PAK2_Coolant_Temp_Out_log,-40DegC,--,,0,44,8,1,-40,,
34,Receive,701.4922,E2P_Data10,18FFA2F3,00FFA2,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_Cooling_Req_log,1,--,,1,0,1,1,0,,
,BMS_HW_Version_log,2,--,,2,1,5,1,0,,
,Cont_Disch_Curr_Limit_log,0A,--,,0,6,12,1,0,,
,VCU_BMS_Main_Close_log,0,--,,0,18,1,1,0,,
,VCU_BMS_Insulation_Enable_log,0,--,,0,19,1,1,0,,
,VCU_BMS_Charge_Flag,0flag,--,,0,20,1,1,0,,
,VCU_BMS_No_of_Packs_log,0,--,,0,21,3,1,0,,
,Battery_Voltage_log,0.9400000000000001,--,,2F,24,16,0.02,0,,
,Link_Voltage_log,0,--,,0,40,16,0.02,0,,
,Branch1_total_Volt,0Volt,--,,0,56,8,0.1,0,,
35,Receive,701.4925,E2P_Data6,18FFA3F3,00FFA3,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,SOH_Value_log,100%,--,,C8,0,8,0.5,0,,
,PAK2_Coolant_Temp_In_log,-40DegC,--,,0,8,8,1,-40,,
,PAK3_Coolant_Temp_Out_log,35DegC,--,,4B,16,8,1,-40,,
,PAK3_Coolant_Temp_In_log,34DegC,--,,4A,24,8,1,-40,,
,PAK4_Coolant_Temp_Out_log,35DegC,--,,4B,32,8,1,-40,,
,PAK4_Coolant_Temp_In_log,35DegC,--,,4B,40,8,1,-40,,
36,Receive,701.4928,E2P_Data8,18FFA4F3,00FFA4,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Seconds_log,0sec,--,,0,0,8,0.25,0,,
,Minutes_log,0mins,--,,0,8,8,1,0,,
,Hours_log,0hr,--,,0,16,8,1,0,,
,Month_log,0month,--,,0,24,8,1,0,,
,Day_log,0day,--,,0,32,8,0.25,0,,
,Year_log,1985year,--,,0,40,8,1,1985,,
,CHG1_Voltage_C1_V5P,0.2Volt,--,,2,48,16,0.1,0,,
37,Receive,701.4931,E2P_Data9,18FFA6F3,00FFA6,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Max_Cell_Temp_No_log,17No,--,,11,16,11,1,0,,
,Min_Cell_Temp_No_log,2No,--,,2,27,11,1,0,,
,SOC_Caliberation_counter_log,0count,--,,0,38,16,1,0,,
,VCU_BMS_Enable_log,0,OFF,,0,54,1,1,0,,
,VCU_BMS_EPO_log,0,OFF,,0,55,1,1,0,,
38,Receive,701.4934,E2P_Data11,18FFA7F3,00FFA7,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Branch1_SOC_log,49.5%,--,,63,0,8,0.5,0,,
,Branch2_SOC_log,50%,--,,64,8,8,0.5,0,,
,Branch1_Max_temperature_log,40DegC,--,,50,24,7,1,-40,,
,Branch1_Min_temperature_log,37DegC,--,,4D,31,7,1,-40,,
,Branch2_Max_temperature_log,40DegC,--,,50,38,7,1,-40,,
,Branch2_Min_temperature_log,37DegC,--,,4D,45,7,1,-40,,
,LV_Power_Supply_log,24Volt,--,,F0,52,12,0.1,0,,
39,Receive,701.4937,E2P_Data12,18FFA9F3,00FFA9,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Branch1_Current_log,0A,--,,578,14,12,0.5,-700,,
,Branch2_Current_log,0A,--,,578,26,12,0.5,-700,,
,CHG2_Voltage_C2_V5P,0Volt,--,,0,50,12,1,0,,
40,Receive,701.4940,E2P_Data13,18FFAAF3,00FFAA,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Branch1_Max_CellVolt_log,3.305volts,--,,CE9,0,13,0.001,0,,
,Branch1_Min_CellVolt_log,3.301volts,--,,CE5,13,13,0.001,0,,
,Branch1_Max_CellVolt_No_log,15-,--,,F,26,8,1,0,,
,Branch1_Min_CellVolt_No_log,1-,--,,1,34,8,1,0,,
,Branch1_CellVoltage_diff_log,0.003volts,--,,3,42,12,0.001,0,,
,Branch1_Balancing_Flag_log,0,OFF,,0,54,1,1,0,,
41,Receive,701.4943,E2P_Data14,18FFABF3,00FFAB,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Branch2_Max_CellVolt_log,3.305volts,--,,CE9,0,13,0.001,0,,
,Branch2_Min_CellVolt_log,3.301volts,--,,CE5,13,13,0.001,0,,
,Branch2_Max_CellVolt_No_log,18-,--,,12,26,8,1,0,,
,Branch2_Min_CellVolt_No_log,1-,--,,1,34,8,1,0,,
,Branch2_CellVoltage_diff_log,0.003volts,--,,3,42,12,0.001,0,,
,Branch2_Balancing_Flag_log,0,OFF,,0,54,1,1,0,,
42,Receive,701.4946,E2P_Data16,18FFADF3,00FFAD,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_SW_Version_log,1161029No,--,,11B745,0,21,1,0,,
,Branch1_Accumulation_Volt,337Volt,--,,D2A,21,14,0.1,0,,
,Branch2_Accumulation_Volt,674.1Volt,--,,1A55,35,14,0.1,0,,
,Crash_Fault,0,No Fault,,0,63,1,1,0,,
43,Receive,637.8003,--,1CECFFF3,00EC00,F3,FF,Extend,Data frm,08,20 0A 00 02 FF CA FE 00 ,,
44,Receive,701.5003,E2P_Data7,18FFA5F3,00FFA5,F3,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Time_RegCur_fault,20Sec,--,,14,0,8,1,0,,
,Time_ChrgCur_fault,20SEC,--,,14,8,8,1,0,,
,Time_DisChrgCur_fault,20Sec,--,,14,16,8,1,0,,
,BMS_Fault_number,5sec,--,,5,24,8,1,0,,
,A_Sec_to_CC_flt_3,10,--,,A,32,8,1,0,,
,Time_SyS_level3,10,--,,A,40,8,1,0,,
,Time_to_packlockout,10,--,,A,48,8,1,0,,
,RealSoc_Val_Log,0%,--,,0,56,8,0.5,0,,
45,Receive,726.8970,BMS_Pack_Info,18FF45F3,00FF45,F3,--,Extend,Data frm,08,45 B7 B1 51 E6 58 12 10 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_SW_Version,1161029,--,,11B745,0,21,1,0,,
,Nominal_Voltage,653,--,,28D,21,10,1,0,,
,Nominal_Capacity,460,--,,1CC,31,10,1,0,,
,Total_Energy,300,--,,12C,41,10,1,0,,
,Total_No_Cells,408,--,,2,51,2,204,0,,
,BMS_Slave_SW_Version,0,--,,0,53,6,1,0,,
,BMS_HW_Version,2,--,,2,59,5,1,0,,
46,Receive,0.0000,--,1CFECAF3,00FECA,F3,--,Extend,Data frm,10,D7 C3 F0 EF E9 01 4D FF E9 01 ,,
47,Receive,728.9439,--,18FECAF3,00FECA,F3,--,Extend,Data frm,08,C7 F3 F0 EF E9 01 FF FF ,,
